filepath,disease,severity,label_10,fold
HEALTHY\1947_healthy.jpg,healthy,,healthy,0
HEALTHY\1949_healthy.jpg,healthy,,healthy,2
HEALTHY\1951_healthy.jpg,healthy,,healthy,3
HEALTHY\1955_healthy.jpg,healthy,,healthy,0
HEALTHY\1957_healthy.jpg,healthy,,healthy,2
HEALTHY\1959_healthy.jpg,healthy,,healthy,4
HEALTHY\1960_healthy.jpg,healthy,,healthy,0
HEALTHY\1961_healthy.jpg,healthy,,healthy,2
HEALTHY\1962_healthy.jpg,healthy,,healthy,4
HEALTHY\1963_healthy.jpg,healthy,,healthy,1
HEALTHY\1964_healthy.jpg,healthy,,healthy,2
HEALTHY\1965_healthy.jpg,healthy,,healthy,3
HEALTHY\1966_healthy.jpg,healthy,,healthy,2
HEALTHY\1969_healthy.jpg,healthy,,healthy,1
HEALTHY\1971_healthy.jpg,healthy,,healthy,1
HEALTHY\1974_healthy.jpg,healthy,,healthy,1
HEALTHY\1978_healthy.jpg,healthy,,healthy,0
HEALTHY\1979_healthy.jpg,healthy,,healthy,2
HEALTHY\1980_healthy.jpg,healthy,,healthy,0
HEALTHY\1984_healthy.jpg,healthy,,healthy,4
HEALTHY\1987_healthy.jpg,healthy,,healthy,0
HEALTHY\1990_healthy.jpg,healthy,,healthy,3
HEALTHY\1991_healthy.jpg,healthy,,healthy,1
HEALTHY\1994_healthy.jpg,healthy,,healthy,4
HEALTHY\1998_healthy.jpg,healthy,,healthy,0
HEALTHY\1999_healthy.jpg,healthy,,healthy,3
HEALTHY\2000_healthy.jpg,healthy,,healthy,1
HEALTHY\2001_healthy.jpg,healthy,,healthy,2
HEALTHY\2005_healthy.jpg,healthy,,healthy,4
HEALTHY\2006_healthy.jpg,healthy,,healthy,4
HEALTHY\2008_healthy.jpg,healthy,,healthy,1
HEALTHY\2009_healthy.jpg,healthy,,healthy,4
HEALTHY\2010_healthy.jpg,healthy,,healthy,2
HEALTHY\2011_healthy.jpg,healthy,,healthy,0
HEALTHY\2012_healthy.jpg,healthy,,healthy,3
HEALTHY\2013_healthy.jpg,healthy,,healthy,2
HEALTHY\2014_healthy.jpg,healthy,,healthy,4
HEALTHY\2015_healthy.jpg,healthy,,healthy,1
HEALTHY\2019_healthy.jpg,healthy,,healthy,2
HEALTHY\2024_healthy.jpg,healthy,,healthy,4
HEALTHY\2027_healthy.jpg,healthy,,healthy,4
HEALTHY\2028_healthy.jpg,healthy,,healthy,2
HEALTHY\2029_healthy.jpg,healthy,,healthy,0
HEALTHY\2032_healthy.jpg,healthy,,healthy,3
HEALTHY\2035_healthy.jpg,healthy,,healthy,4
HEALTHY\2036_healthy.jpg,healthy,,healthy,0
HEALTHY\2037_healthy.jpg,healthy,,healthy,4
HEALTHY\2038_healthy.jpg,healthy,,healthy,3
HEALTHY\2039_healthy.jpg,healthy,,healthy,1
HEALTHY\2041_healthy.jpg,healthy,,healthy,3
HEALTHY\2042_healthy.jpg,healthy,,healthy,0
HEALTHY\2044_healthy.jpg,healthy,,healthy,0
HEALTHY\2045_healthy.jpg,healthy,,healthy,0
HEALTHY\2046_healthy.jpg,healthy,,healthy,1
HEALTHY\2047_healthy.jpg,healthy,,healthy,3
HEALTHY\2048_healthy.jpg,healthy,,healthy,1
HEALTHY\2049_healthy.jpg,healthy,,healthy,1
HEALTHY\2050_healthy.jpg,healthy,,healthy,1
HEALTHY\2051_healthy.jpg,healthy,,healthy,3
HEALTHY\2058_healthy.jpg,healthy,,healthy,4
HEALTHY\2059_healthy.jpg,healthy,,healthy,0
HEALTHY\2061_healthy.jpg,healthy,,healthy,0
HEALTHY\2062_healthy.jpg,healthy,,healthy,1
HEALTHY\2064_healthy.jpg,healthy,,healthy,2
HEALTHY\2065_healthy.jpg,healthy,,healthy,0
HEALTHY\2066_healthy.jpg,healthy,,healthy,4
HEALTHY\2067_healthy.jpg,healthy,,healthy,0
HEALTHY\2070_healthy.jpg,healthy,,healthy,3
HEALTHY\2071_healthy.jpg,healthy,,healthy,2
HEALTHY\2072_healthy.jpg,healthy,,healthy,0
HEALTHY\2075_healthy.jpg,healthy,,healthy,4
HEALTHY\2076_healthy.jpg,healthy,,healthy,0
HEALTHY\2077_healthy.jpg,healthy,,healthy,2
HEALTHY\2078_healthy.jpg,healthy,,healthy,2
HEALTHY\2080_healthy.jpg,healthy,,healthy,2
HEALTHY\2081_healthy.jpg,healthy,,healthy,3
HEALTHY\2082_healthy.jpg,healthy,,healthy,0
HEALTHY\2083_healthy.jpg,healthy,,healthy,0
HEALTHY\2084_healthy.jpg,healthy,,healthy,1
HEALTHY\2086_healthy.jpg,healthy,,healthy,2
HEALTHY\2087_healthy.jpg,healthy,,healthy,1
HEALTHY\2088_healthy.jpg,healthy,,healthy,2
HEALTHY\2089_healthy.jpg,healthy,,healthy,2
HEALTHY\2092_healthy.jpg,healthy,,healthy,3
HEALTHY\2094_healthy.jpg,healthy,,healthy,1
HEALTHY\2095_healthy.jpg,healthy,,healthy,3
HEALTHY\2097_healthy.jpg,healthy,,healthy,4
HEALTHY\2098_healthy.jpg,healthy,,healthy,2
HEALTHY\2100_healthy.jpg,healthy,,healthy,4
HEALTHY\2101_healthy.jpg,healthy,,healthy,0
HEALTHY\2105_healthy.jpg,healthy,,healthy,2
HEALTHY\2106_healthy.jpg,healthy,,healthy,1
HEALTHY\2108_healthy.jpg,healthy,,healthy,3
HEALTHY\2109_healthy.jpg,healthy,,healthy,1
HEALTHY\2112_healthy.jpg,healthy,,healthy,4
HEALTHY\2113_healthy.jpg,healthy,,healthy,0
HEALTHY\2114_healthy.jpg,healthy,,healthy,3
HEALTHY\2116_healthy.jpg,healthy,,healthy,4
HEALTHY\2117_healthy.jpg,healthy,,healthy,3
HEALTHY\2119_healthy.jpg,healthy,,healthy,4
HEALTHY\2121_healthy.jpg,healthy,,healthy,0
HEALTHY\2122_healthy.jpg,healthy,,healthy,3
HEALTHY\2123_healthy.jpg,healthy,,healthy,0
HEALTHY\2126_healthy.jpg,healthy,,healthy,2
HEALTHY\2128_healthy.jpg,healthy,,healthy,0
HEALTHY\2129_healthy.jpg,healthy,,healthy,0
HEALTHY\2131_healthy.jpg,healthy,,healthy,2
HEALTHY\2132_healthy.jpg,healthy,,healthy,0
HEALTHY\2134_healthy.jpg,healthy,,healthy,0
HEALTHY\2135_healthy.jpg,healthy,,healthy,4
HEALTHY\2137_healthy.jpg,healthy,,healthy,3
HEALTHY\2138_healthy.jpg,healthy,,healthy,1
HEALTHY\2140_healthy.jpg,healthy,,healthy,3
HEALTHY\2141_healthy.jpg,healthy,,healthy,0
HEALTHY\2143_healthy.jpg,healthy,,healthy,0
HEALTHY\2144_healthy.jpg,healthy,,healthy,4
HEALTHY\2145_healthy.jpg,healthy,,healthy,0
HEALTHY\2309_healthy.jpg,healthy,,healthy,4
HEALTHY\2310_healthy.jpg,healthy,,healthy,4
HEALTHY\2312_healthy.jpg,healthy,,healthy,0
HEALTHY\2314_healthy.jpg,healthy,,healthy,4
HEALTHY\2315_healthy.jpg,healthy,,healthy,4
HEALTHY\2321_healthy.jpg,healthy,,healthy,0
HEALTHY\2322_healthy.jpg,healthy,,healthy,3
HEALTHY\2324_healthy.jpg,healthy,,healthy,0
HEALTHY\2325_healthy.jpg,healthy,,healthy,2
HEALTHY\2327_healthy.jpg,healthy,,healthy,1
HEALTHY\2328_healthy.jpg,healthy,,healthy,4
HEALTHY\2331_healthy.jpg,healthy,,healthy,2
HEALTHY\2332_healthy.jpg,healthy,,healthy,4
HEALTHY\2334_healthy.jpg,healthy,,healthy,4
HEALTHY\2335_healthy.jpg,healthy,,healthy,2
HEALTHY\2336_healthy.jpg,healthy,,healthy,2
HEALTHY\2338_healthy.jpg,healthy,,healthy,0
HEALTHY\2346_healthy.jpg,healthy,,healthy,0
HEALTHY\2349_healthy.jpg,healthy,,healthy,4
HEALTHY\2351_healthy.jpg,healthy,,healthy,2
HEALTHY\2354_healthy.jpg,healthy,,healthy,0
HEALTHY\2355_healthy.jpg,healthy,,healthy,1
HEALTHY\2360_healthy.jpg,healthy,,healthy,4
HEALTHY\2363_healthy.jpg,healthy,,healthy,2
HEALTHY\2366_healthy.jpg,healthy,,healthy,0
HEALTHY\2367_healthy.jpg,healthy,,healthy,2
HEALTHY\2370_healthy.jpg,healthy,,healthy,4
HEALTHY\2371_healthy.jpg,healthy,,healthy,1
HEALTHY\2376_healthy.jpg,healthy,,healthy,1
HEALTHY\2377_healthy.jpg,healthy,,healthy,2
HEALTHY\2380_healthy.jpg,healthy,,healthy,1
HEALTHY\2381_healthy.jpg,healthy,,healthy,3
HEALTHY\2383_healthy.jpg,healthy,,healthy,0
HEALTHY\2384_healthy.jpg,healthy,,healthy,1
HEALTHY\2387_healthy.jpg,healthy,,healthy,0
HEALTHY\2388_healthy.jpg,healthy,,healthy,4
HEALTHY\2390_healthy.jpg,healthy,,healthy,3
HEALTHY\2393_healthy.jpg,healthy,,healthy,4
HEALTHY\2394_healthy.jpg,healthy,,healthy,2
HEALTHY\2397_healthy.jpg,healthy,,healthy,3
HEALTHY\2398_healthy.jpg,healthy,,healthy,0
HEALTHY\2400_healthy.jpg,healthy,,healthy,0
HEALTHY\2401_healthy.jpg,healthy,,healthy,4
HEALTHY\2403_healthy.jpg,healthy,,healthy,0
HEALTHY\2405_healthy.jpg,healthy,,healthy,3
HEALTHY\2408_healthy.jpg,healthy,,healthy,0
HEALTHY\2409_healthy.jpg,healthy,,healthy,4
HEALTHY\2411_healthy.jpg,healthy,,healthy,4
HEALTHY\2412_healthy.jpg,healthy,,healthy,0
HEALTHY\2414_healthy.jpg,healthy,,healthy,4
HEALTHY\2415_healthy.jpg,healthy,,healthy,2
HEALTHY\2419_healthy.jpg,healthy,,healthy,1
HEALTHY\2420_healthy.jpg,healthy,,healthy,1
HEALTHY\2422_healthy.jpg,healthy,,healthy,3
HEALTHY\2423_healthy.jpg,healthy,,healthy,2
HEALTHY\2424_healthy.jpg,healthy,,healthy,4
HEALTHY\2426_healthy.jpg,healthy,,healthy,4
HEALTHY\2428_healthy.jpg,healthy,,healthy,0
HEALTHY\2429_healthy.jpg,healthy,,healthy,1
HEALTHY\2430_healthy.jpg,healthy,,healthy,2
HEALTHY\2431_healthy.jpg,healthy,,healthy,2
HEALTHY\2433_healthy.jpg,healthy,,healthy,4
HEALTHY\2434_healthy.jpg,healthy,,healthy,1
HEALTHY\2435_healthy.jpg,healthy,,healthy,4
HEALTHY\2436_healthy.jpg,healthy,,healthy,1
HEALTHY\2437_healthy.jpg,healthy,,healthy,2
HEALTHY\2438_healthy.jpg,healthy,,healthy,2
HEALTHY\2439_healthy.jpg,healthy,,healthy,3
HEALTHY\2440_healthy.jpg,healthy,,healthy,4
HEALTHY\2442_healthy.jpg,healthy,,healthy,3
HEALTHY\2443_healthy.jpg,healthy,,healthy,4
HEALTHY\2444_healthy.jpg,healthy,,healthy,1
HEALTHY\2445_healthy.jpg,healthy,,healthy,3
HEALTHY\2446_healthy.jpg,healthy,,healthy,1
HEALTHY\2447_healthy.jpg,healthy,,healthy,4
HEALTHY\2448_healthy.jpg,healthy,,healthy,3
HEALTHY\2449_healthy.jpg,healthy,,healthy,4
HEALTHY\2450_healthy.jpg,healthy,,healthy,2
HEALTHY\2451_healthy.jpg,healthy,,healthy,4
HEALTHY\2452_healthy.jpg,healthy,,healthy,4
HEALTHY\2453_healthy.jpg,healthy,,healthy,4
HEALTHY\2454_healthy.jpg,healthy,,healthy,4
HEALTHY\2455_healthy.jpg,healthy,,healthy,3
HEALTHY\2456_healthy.jpg,healthy,,healthy,1
HEALTHY\2457_healthy.jpg,healthy,,healthy,0
HEALTHY\2458_healthy.jpg,healthy,,healthy,2
HEALTHY\2459_healthy.jpg,healthy,,healthy,2
HEALTHY\2460_healthy.jpg,healthy,,healthy,1
HEALTHY\2461_healthy.jpg,healthy,,healthy,1
HEALTHY\2463_healthy.jpg,healthy,,healthy,1
HEALTHY\2464_healthy.jpg,healthy,,healthy,4
HEALTHY\2465_healthy.jpg,healthy,,healthy,3
HEALTHY\2466_healthy.jpg,healthy,,healthy,2
HEALTHY\2467_healthy.jpg,healthy,,healthy,2
HEALTHY\2468_healthy.jpg,healthy,,healthy,1
HEALTHY\2469_healthy.jpg,healthy,,healthy,0
HEALTHY\2470_healthy.jpg,healthy,,healthy,0
HEALTHY\2471_healthy.jpg,healthy,,healthy,3
HEALTHY\2472_healthy.jpg,healthy,,healthy,1
HEALTHY\2473_healthy.jpg,healthy,,healthy,3
HEALTHY\2474_healthy.jpg,healthy,,healthy,1
HEALTHY\2475_healthy.jpg,healthy,,healthy,0
HEALTHY\2476_healthy.jpg,healthy,,healthy,3
HEALTHY\2477_healthy.jpg,healthy,,healthy,1
HEALTHY\2478_healthy.jpg,healthy,,healthy,2
HEALTHY\2482_healthy.jpg,healthy,,healthy,4
HEALTHY\2483_healthy.jpg,healthy,,healthy,4
HEALTHY\2485_healthy.jpg,healthy,,healthy,1
HEALTHY\2486_healthy.jpg,healthy,,healthy,2
HEALTHY\2489_healthy.jpg,healthy,,healthy,3
HEALTHY\2490_healthy.jpg,healthy,,healthy,3
HEALTHY\2491_healthy.jpg,healthy,,healthy,4
HEALTHY\2492_healthy.jpg,healthy,,healthy,0
HEALTHY\2493_healthy.jpg,healthy,,healthy,1
HEALTHY\2495_healthy.jpg,healthy,,healthy,4
HEALTHY\2497_healthy.jpg,healthy,,healthy,3
HEALTHY\2498_healthy.jpg,healthy,,healthy,3
HEALTHY\2499_healthy.jpg,healthy,,healthy,3
HEALTHY\2500_healthy.jpg,healthy,,healthy,2
HEALTHY\2501_healthy.jpg,healthy,,healthy,1
HEALTHY\2502_healthy.jpg,healthy,,healthy,3
HEALTHY\2503_healthy.jpg,healthy,,healthy,2
HEALTHY\2504_healthy.jpg,healthy,,healthy,1
HEALTHY\2505_healthy.jpg,healthy,,healthy,2
HEALTHY\2506_healthy.jpg,healthy,,healthy,2
HEALTHY\2509_healthy.jpg,healthy,,healthy,1
HEALTHY\2510_healthy.jpg,healthy,,healthy,2
HEALTHY\2511_healthy.jpg,healthy,,healthy,0
HEALTHY\2512_healthy.jpg,healthy,,healthy,4
HEALTHY\2513_healthy.jpg,healthy,,healthy,1
HEALTHY\2514_healthy.jpg,healthy,,healthy,0
HEALTHY\2515_healthy.jpg,healthy,,healthy,1
HEALTHY\2517_healthy.jpg,healthy,,healthy,1
HEALTHY\2518_healthy.jpg,healthy,,healthy,2
HEALTHY\2519_healthy.jpg,healthy,,healthy,3
HEALTHY\2520_healthy.jpg,healthy,,healthy,4
HEALTHY\2521_healthy.jpg,healthy,,healthy,4
HEALTHY\2522_healthy.jpg,healthy,,healthy,3
HEALTHY\2524_healthy.jpg,healthy,,healthy,4
HEALTHY\2525_healthy.jpg,healthy,,healthy,1
HEALTHY\2526_healthy.jpg,healthy,,healthy,0
HEALTHY\2527_healthy.jpg,healthy,,healthy,4
HEALTHY\2528_healthy.jpg,healthy,,healthy,3
HEALTHY\2529_healthy.jpg,healthy,,healthy,1
HEALTHY\2530_healthy.jpg,healthy,,healthy,0
HEALTHY\2531_healthy.jpg,healthy,,healthy,3
HEALTHY\2536_healthy.jpg,healthy,,healthy,2
HEALTHY\2537_healthy.jpg,healthy,,healthy,2
HEALTHY\2538_healthy.jpg,healthy,,healthy,3
HEALTHY\2539_healthy.jpg,healthy,,healthy,3
HEALTHY\2540_healthy.jpg,healthy,,healthy,1
HEALTHY\2541_healthy.jpg,healthy,,healthy,2
HEALTHY\2543_healthy.jpg,healthy,,healthy,2
HEALTHY\2544_healthy.jpg,healthy,,healthy,0
HEALTHY\2545_healthy.jpg,healthy,,healthy,2
HEALTHY\2546_healthy.jpg,healthy,,healthy,1
HEALTHY\2547_healthy.jpg,healthy,,healthy,2
HEALTHY\2549_healthy.jpg,healthy,,healthy,4
HEALTHY\2550_healthy.jpg,healthy,,healthy,0
HEALTHY\2551_healthy.jpg,healthy,,healthy,0
HEALTHY\2552_healthy.jpg,healthy,,healthy,0
HEALTHY\2553_healthy.jpg,healthy,,healthy,1
HEALTHY\2554_healthy.jpg,healthy,,healthy,4
HEALTHY\2555_healthy.jpg,healthy,,healthy,4
HEALTHY\2557_healthy.jpg,healthy,,healthy,3
HEALTHY\2558_healthy.jpg,healthy,,healthy,0
HEALTHY\2560_healthy.jpg,healthy,,healthy,1
HEALTHY\2561_healthy.jpg,healthy,,healthy,0
HEALTHY\2562_healthy.jpg,healthy,,healthy,3
HEALTHY\2565_healthy.jpg,healthy,,healthy,2
HEALTHY\2566_healthy.jpg,healthy,,healthy,1
HEALTHY\2567_healthy.jpg,healthy,,healthy,1
HEALTHY\2568_healthy.jpg,healthy,,healthy,3
HEALTHY\2569_healthy.jpg,healthy,,healthy,1
HEALTHY\2571_healthy.jpg,healthy,,healthy,3
HEALTHY\2572_healthy.jpg,healthy,,healthy,2
HEALTHY\2573_healthy.jpg,healthy,,healthy,0
HEALTHY\2575_healthy.jpg,healthy,,healthy,2
HEALTHY\2576_healthy.jpg,healthy,,healthy,4
HEALTHY\2578_healthy.jpg,healthy,,healthy,0
HEALTHY\2579_healthy.jpg,healthy,,healthy,4
HEALTHY\2580_healthy.jpg,healthy,,healthy,3
HEALTHY\2581_healthy.jpg,healthy,,healthy,2
HEALTHY\2582_healthy.jpg,healthy,,healthy,4
HEALTHY\2583_healthy.jpg,healthy,,healthy,1
HEALTHY\2584_healthy.jpg,healthy,,healthy,4
HEALTHY\2586_healthy.jpg,healthy,,healthy,1
HEALTHY\2587_healthy.jpg,healthy,,healthy,2
HEALTHY\2588_healthy.jpg,healthy,,healthy,4
HEALTHY\2589_healthy.jpg,healthy,,healthy,4
HEALTHY\2592_healthy.jpg,healthy,,healthy,0
HEALTHY\2593_healthy.jpg,healthy,,healthy,2
HEALTHY\2594_healthy.jpg,healthy,,healthy,4
HEALTHY\2595_healthy.jpg,healthy,,healthy,1
HEALTHY\2596_healthy.jpg,healthy,,healthy,0
HEALTHY\2599_healthy.jpg,healthy,,healthy,4
HEALTHY\2600_healthy.jpg,healthy,,healthy,2
HEALTHY\2601_healthy.jpg,healthy,,healthy,1
HEALTHY\2602_healthy.jpg,healthy,,healthy,3
HEALTHY\2604_healthy.jpg,healthy,,healthy,3
HEALTHY\2605_healthy.jpg,healthy,,healthy,2
HEALTHY\2606_healthy.jpg,healthy,,healthy,4
HEALTHY\2607_healthy.jpg,healthy,,healthy,1
HEALTHY\2608_healthy.jpg,healthy,,healthy,0
HEALTHY\2609_healthy.jpg,healthy,,healthy,1
HEALTHY\2611_healthy.jpg,healthy,,healthy,1
HEALTHY\2612_healthy.jpg,healthy,,healthy,1
HEALTHY\2613_healthy.jpg,healthy,,healthy,4
HEALTHY\2614_healthy.jpg,healthy,,healthy,2
HEALTHY\2615_healthy.jpg,healthy,,healthy,1
HEALTHY\2616_healthy.jpg,healthy,,healthy,4
HEALTHY\2617_healthy.jpg,healthy,,healthy,4
HEALTHY\2618_healthy.jpg,healthy,,healthy,4
HEALTHY\2619_healthy.jpg,healthy,,healthy,4
HEALTHY\2620_healthy.jpg,healthy,,healthy,4
HEALTHY\2621_healthy.jpg,healthy,,healthy,1
HEALTHY\2623_healthy.jpg,healthy,,healthy,2
HEALTHY\2625_healthy.jpg,healthy,,healthy,2
HEALTHY\2626_healthy.jpg,healthy,,healthy,2
HEALTHY\2628_healthy.jpg,healthy,,healthy,4
HEALTHY\2629_healthy.jpg,healthy,,healthy,4
HEALTHY\2632_healthy.jpg,healthy,,healthy,3
HEALTHY\2633_healthy.jpg,healthy,,healthy,2
HEALTHY\2634_healthy.jpg,healthy,,healthy,2
HEALTHY\2635_healthy.jpg,healthy,,healthy,1
HEALTHY\2636_healthy.jpg,healthy,,healthy,1
HEALTHY\2637_healthy.jpg,healthy,,healthy,1
HEALTHY\2638_healthy.jpg,healthy,,healthy,3
HEALTHY\2639_healthy.jpg,healthy,,healthy,4
HEALTHY\2640_healthy.jpg,healthy,,healthy,1
HEALTHY\2641_healthy.jpg,healthy,,healthy,0
HEALTHY\2642_healthy.jpg,healthy,,healthy,2
HEALTHY\2643_healthy.jpg,healthy,,healthy,3
HEALTHY\2645_healthy.jpg,healthy,,healthy,4
HEALTHY\2647_healthy.jpg,healthy,,healthy,1
HEALTHY\2648_healthy.jpg,healthy,,healthy,1
HEALTHY\2649_healthy.jpg,healthy,,healthy,4
HEALTHY\2651_healthy.jpg,healthy,,healthy,0
HEALTHY\2652_healthy.jpg,healthy,,healthy,3
HEALTHY\2653_healthy.jpg,healthy,,healthy,3
HEALTHY\2654_healthy.jpg,healthy,,healthy,0
HEALTHY\2655_healthy.jpg,healthy,,healthy,0
HEALTHY\2656_healthy.jpg,healthy,,healthy,2
HEALTHY\2658_healthy.jpg,healthy,,healthy,0
HEALTHY\2660_healthy.jpg,healthy,,healthy,1
HEALTHY\2661_healthy.jpg,healthy,,healthy,1
HEALTHY\2662_healthy.jpg,healthy,,healthy,3
HEALTHY\2665_healthy.jpg,healthy,,healthy,0
HEALTHY\2669_healthy.jpg,healthy,,healthy,2
HEALTHY\2671_healthy.jpg,healthy,,healthy,4
HEALTHY\2672_healthy.jpg,healthy,,healthy,3
HEALTHY\2675_healthy.jpg,healthy,,healthy,1
HEALTHY\2677_healthy.jpg,healthy,,healthy,4
HEALTHY\2679_healthy.jpg,healthy,,healthy,0
HEALTHY\2680_healthy.jpg,healthy,,healthy,1
HEALTHY\2682_healthy.jpg,healthy,,healthy,3
HEALTHY\2683_healthy.jpg,healthy,,healthy,2
HEALTHY\2685_healthy.jpg,healthy,,healthy,1
HEALTHY\2686_healthy.jpg,healthy,,healthy,2
HEALTHY\2687_healthy.jpg,healthy,,healthy,1
HEALTHY\2688_healthy.jpg,healthy,,healthy,3
HEALTHY\2690_healthy.jpg,healthy,,healthy,0
HEALTHY\2691_healthy.jpg,healthy,,healthy,2
HEALTHY\2693_healthy.jpg,healthy,,healthy,4
HEALTHY\2694_healthy.jpg,healthy,,healthy,0
HEALTHY\2696_healthy.jpg,healthy,,healthy,3
HEALTHY\2697_healthy.jpg,healthy,,healthy,3
HEALTHY\2698_healthy.jpg,healthy,,healthy,3
HEALTHY\2699_healthy.jpg,healthy,,healthy,2
HEALTHY\2701_healthy.jpg,healthy,,healthy,0
HEALTHY\2702_healthy.jpg,healthy,,healthy,3
HEALTHY\2703_healthy.jpg,healthy,,healthy,0
HEALTHY\2705_healthy.jpg,healthy,,healthy,1
HEALTHY\2706_healthy.jpg,healthy,,healthy,0
HEALTHY\2707_healthy.jpg,healthy,,healthy,4
HEALTHY\2708_healthy.jpg,healthy,,healthy,0
HEALTHY\2709_healthy.jpg,healthy,,healthy,3
HEALTHY\2710_healthy.jpg,healthy,,healthy,2
HEALTHY\2712_healthy.jpg,healthy,,healthy,1
HEALTHY\2713_healthy.jpg,healthy,,healthy,2
HEALTHY\2714_healthy.jpg,healthy,,healthy,0
HEALTHY\2717_healthy.jpg,healthy,,healthy,2
HEALTHY\2718_healthy.jpg,healthy,,healthy,1
HEALTHY\2719_healthy.jpg,healthy,,healthy,1
HEALTHY\2720_healthy.jpg,healthy,,healthy,3
HEALTHY\2721_healthy.jpg,healthy,,healthy,4
HEALTHY\2723_healthy.jpg,healthy,,healthy,3
HEALTHY\2724_healthy.jpg,healthy,,healthy,3
HEALTHY\2725_healthy.jpg,healthy,,healthy,2
HEALTHY\2726_healthy.jpg,healthy,,healthy,2
HEALTHY\2728_healthy.jpg,healthy,,healthy,4
HEALTHY\2730_healthy.jpg,healthy,,healthy,1
HEALTHY\2732_healthy.jpg,healthy,,healthy,0
HEALTHY\2733_healthy.jpg,healthy,,healthy,4
HEALTHY\2734_healthy.jpg,healthy,,healthy,3
HEALTHY\2735_healthy.jpg,healthy,,healthy,1
HEALTHY\2736_healthy.jpg,healthy,,healthy,3
HEALTHY\2737_healthy.jpg,healthy,,healthy,0
HEALTHY\2738_healthy.jpg,healthy,,healthy,3
HEALTHY\2739_healthy.jpg,healthy,,healthy,0
HEALTHY\2742_healthy.jpg,healthy,,healthy,1
HEALTHY\2743_healthy.jpg,healthy,,healthy,4
HEALTHY\2744_healthy.jpg,healthy,,healthy,3
HEALTHY\2745_healthy.jpg,healthy,,healthy,0
HEALTHY\2746_healthy.jpg,healthy,,healthy,0
HEALTHY\2748_healthy.jpg,healthy,,healthy,4
HEALTHY\2749_healthy.jpg,healthy,,healthy,4
HEALTHY\2750_healthy.jpg,healthy,,healthy,1
HEALTHY\2751_healthy.jpg,healthy,,healthy,1
HEALTHY\2752_healthy.jpg,healthy,,healthy,3
HEALTHY\2753_healthy.jpg,healthy,,healthy,2
HEALTHY\2755_healthy.jpg,healthy,,healthy,4
HEALTHY\2757_healthy.jpg,healthy,,healthy,0
HEALTHY\2758_healthy.jpg,healthy,,healthy,4
HEALTHY\2759_healthy.jpg,healthy,,healthy,1
HEALTHY\2761_healthy.jpg,healthy,,healthy,3
HEALTHY\2762_healthy.jpg,healthy,,healthy,2
HEALTHY\2763_healthy.jpg,healthy,,healthy,4
HEALTHY\2764_healthy.jpg,healthy,,healthy,1
HEALTHY\2765_healthy.jpg,healthy,,healthy,0
HEALTHY\2766_healthy.jpg,healthy,,healthy,1
HEALTHY\2767_healthy.jpg,healthy,,healthy,0
HEALTHY\2770_healthy.jpg,healthy,,healthy,4
HEALTHY\2771_healthy.jpg,healthy,,healthy,3
HEALTHY\2775_healthy.jpg,healthy,,healthy,0
HEALTHY\2776_healthy.jpg,healthy,,healthy,0
HEALTHY\2777_healthy.jpg,healthy,,healthy,2
HEALTHY\2778_healthy.jpg,healthy,,healthy,0
HEALTHY\2782_healthy.jpg,healthy,,healthy,4
HEALTHY\2783_healthy.jpg,healthy,,healthy,4
HEALTHY\2784_healthy.jpg,healthy,,healthy,3
HEALTHY\2786_healthy.jpg,healthy,,healthy,0
HEALTHY\2790_healthy.jpg,healthy,,healthy,3
HEALTHY\2791_healthy.jpg,healthy,,healthy,1
HEALTHY\2792_healthy.jpg,healthy,,healthy,4
HEALTHY\2794_healthy.jpg,healthy,,healthy,0
HEALTHY\2796_healthy.jpg,healthy,,healthy,0
HEALTHY\2800_healthy.jpg,healthy,,healthy,2
HEALTHY\2801_healthy.jpg,healthy,,healthy,3
HEALTHY\2802_healthy.jpg,healthy,,healthy,4
HEALTHY\2803_healthy.jpg,healthy,,healthy,3
HEALTHY\2804_healthy.jpg,healthy,,healthy,4
HEALTHY\2805_healthy.jpg,healthy,,healthy,1
HEALTHY\2808_healthy.jpg,healthy,,healthy,0
HEALTHY\2809_healthy.jpg,healthy,,healthy,4
HEALTHY\2810_healthy.jpg,healthy,,healthy,4
HEALTHY\2811_healthy.jpg,healthy,,healthy,1
HEALTHY\2814_healthy.jpg,healthy,,healthy,1
HEALTHY\2815_healthy.jpg,healthy,,healthy,1
HEALTHY\2816_healthy.jpg,healthy,,healthy,2
HEALTHY\2817_healthy.jpg,healthy,,healthy,1
HEALTHY\2818_healthy.jpg,healthy,,healthy,4
HEALTHY\2819_healthy.jpg,healthy,,healthy,0
HEALTHY\2824_healthy.jpg,healthy,,healthy,2
HEALTHY\2826_healthy.jpg,healthy,,healthy,3
HEALTHY\2828_healthy.jpg,healthy,,healthy,1
HEALTHY\2829_healthy.jpg,healthy,,healthy,0
HEALTHY\2830_healthy.jpg,healthy,,healthy,1
HEALTHY\2831_healthy.jpg,healthy,,healthy,2
HEALTHY\2832_healthy.jpg,healthy,,healthy,3
HEALTHY\2834_healthy.jpg,healthy,,healthy,0
HEALTHY\2835_healthy.jpg,healthy,,healthy,4
HEALTHY\2836_healthy.jpg,healthy,,healthy,0
HEALTHY\2837_healthy.jpg,healthy,,healthy,4
HEALTHY\2839_healthy.jpg,healthy,,healthy,0
